phrase,intent
я домохозяйка,собеседник_о_своем_занятии
Я работаю поваром в ресторане,собеседник_о_своем_занятии
загородный домик хочу купить,собеседник_хочет_купить_что_то
я хотел бы приобрести стиральную машину,собеседник_хочет_купить_что_то
Хочу купить 3000 долларов,собеседник_хочет_купить_что_то
мне надо купить новый ноутбук,собеседник_хочет_купить_что_то
Хочу приобрести авто поменьше,собеседник_хочет_купить_что_то
Очень хочу купить шубу,собеседник_хочет_купить_что_то
"мне нужна однокомнатная квартира , где ее купить ?",собеседник_хочет_купить_что_то
Хочу приобрести себе репитер ?,собеседник_хочет_купить_что_то
Хочу купить сноубордические ботинки,собеседник_хочет_купить_что_то
я хочу купить новый дом,собеседник_хочет_купить_что_то
"мне двухкомнатная квартира позарез нужно , хочу купить ее",собеседник_хочет_купить_что_то
Хочу приобрести гольф 7,собеседник_хочет_купить_что_то
Планирую купить два объектива,собеседник_хочет_купить_что_то
Билеты хочу купить максимально быстрее,собеседник_хочет_купить_что_то
Хочу приобрести себе такую,собеседник_хочет_купить_что_то
Хочу купить Джамиле шоколада !,собеседник_хочет_купить_что_то
я хочу мотоцикл купить,собеседник_хочет_купить_что_то
Хочу прикупить 3мм костюмчик,собеседник_хочет_купить_что_то
Я хочу купить авиабилеты,собеседник_хочет_купить_что_то
Я хочу выкупить его,собеседник_хочет_купить_что_то
мне хотелось бы недорого купить машину в хорошем состоянии,собеседник_хочет_купить_что_то
Я сестренке хочу купить,собеседник_хочет_купить_что_то
Хочу купить Эйр пасс,собеседник_хочет_купить_что_то
Хочу себе приобрести квадрокоптер,собеседник_хочет_купить_что_то
мне надо купить велотренажер,собеседник_хочет_купить_что_то
Хочу купить такого пупсика,собеседник_хочет_купить_что_то
Хочу купить подводное ружье,собеседник_хочет_купить_что_то
Я хочу купить сигарет,собеседник_хочет_купить_что_то
Я хочу стать модельером,собеседник_хочет_стать_тем_то
Я хочу работать водителем,собеседник_хочет_стать_тем_то
Я хочу стать школьным учителем,собеседник_хочет_стать_тем_то
Я хочу стать визажистом,собеседник_хочет_стать_тем_то
Я хочу стать музыкантом,собеседник_хочет_стать_тем_то
Я хочу стать банкиром,собеседник_хочет_стать_тем_то
Я хочу работать футбольным тренером,собеседник_хочет_стать_тем_то
Я хочу стать инженером,собеседник_хочет_стать_тем_то
Я хочу работать строителем,собеседник_хочет_стать_тем_то
Я хочу стать художником,собеседник_хочет_стать_тем_то
Я хочу стать автогонщиком,собеседник_хочет_стать_тем_то
Я хочу стать боксером,собеседник_хочет_стать_тем_то
Я хочу стать хирургом,собеседник_хочет_стать_тем_то
Я хочу стать детским врачом,собеседник_хочет_стать_тем_то
Мне хотелось бы посетить Германию,собеседник_хочет_съездить_куда_то
Хотел бы я отдохнуть на Мальдивах,собеседник_хочет_съездить_куда_то
Сейчас лежу и мечтаю о поездке в тёплую страну на море,собеседник_хочет_съездить_куда_то
Я очень хочу съездить в Бельгию,собеседник_хочет_съездить_куда_то
Я бы не отказался сгонять в Китай !,собеседник_хочет_съездить_куда_то
Вот бы отдохнуть на Лазурном Берегу..,собеседник_хочет_съездить_куда_то
Мне хотелось бы съездить во Францию,собеседник_хочет_съездить_куда_то
Я в Чехию очень хочу слетать,собеседник_хочет_съездить_куда_то
Где в Жердевке купить ремни ( зубчатые ) Мазовские размер 937 профиль ( Б ),советы_по_покупке
Где найти оригинальную спортивную сумку ?,советы_по_покупке
Где в Уфе можно купить обувь фабрики ТОФА ?,советы_по_покупке
Порекомендуйте коттедж/квартиру на одну ночь на 29-30 декабря в Екатеринбурге или его окрестности !,советы_по_покупке
"Порекомендуйте производителя коврика для йоги , чтобы служил несколько лет ?",советы_по_покупке
Нормально ли будет играть в кс с БЕСПРОВОДНОЙ мышкой Logitech m185 ?,советы_по_покупке
Есть ли реально эффективные средства для похудения ?,советы_по_покупке
Посоветуйте какие шины взять для езды город трасса,советы_по_покупке
Какую фотобумагу использовать для лазерного принтера ?,советы_по_покупке
Выбор цифрового фотоаппарата,советы_по_покупке
Помоги выбрать вино,советы_по_покупке
Куда пойти сегодня вечером и выпить пива в Москве ?,советы_по_покупке
Где в Москве поесть рябчиков ? Желательно еще и не очень дорого. ) ),советы_по_покупке
Выбор видеокамеры. Какая лучше ?,советы_по_покупке
Подскажите классные онлайн игры для 11 летней,советы_по_покупке
посоветуйте мне бюджетный плетеный шнур для рыбалки,советы_по_покупке
"Добрый день , посоветуйте какую швейную машинку можно взять для домашнего использования , и недорогую ?",советы_по_покупке
где можно купить недорого золотой пиджак как у ури из panic ! at the disco,советы_по_покупке
"Бостон или Манхэттен , что выбрать для эмиграции ?",советы_по_покупке
Помогите с покупкой монитора,советы_по_покупке
Посоветуйте интересные фильмы за последние 3 года,советы_по_покупке
Посоветуйте тупой индийский сериал пожалуйста,советы_по_покупке
"Где лучше отдыхать , на каком море ? Где вы отдыхали , поделитесь",советы_по_покупке
Где в Перми купить конфеты Гарри Поттера ?,советы_по_покупке
В какую страну поехать отдыхать ?,советы_по_покупке
Какая газовая плита лучше ? Газовая или электрическая ?,советы_по_покупке
"Ищу кафе или ресторан в Москве , с живой музыкой",советы_по_покупке
Куда летом июль-август поехать на рыбалку ?,советы_по_покупке
"Знаете ли вы модели универсалов ( желательно , до 500.000 ) с максимально просторным багажником ?",советы_по_покупке
Для новой кухни ищу набор ножей. какие посоветуете ? не самура. но чтобы были наборные с подставкой,советы_по_покупке
Подскажите адрес где можно сделать временную татуировку в г Барнаул !,советы_по_покупке
Что нужно закупить новорожденному и сколько это будет стоить ?,советы_по_покупке
Что приготовить на Новый год ?,советы_по_покупке
"Нужны ботинки для гулянья на морозе , какие посоветуете ?",советы_по_покупке
В каких магазинах и где лучше всего купить GTA 5 для пк ?,советы_по_покупке
Посоветуйте хороший бюджетный пылесос,советы_по_покупке
Где можно купить клей для ресниц ?,советы_по_покупке
Какой ручной пылесос 2в1 выбрать ?,советы_по_покупке
Где можно купить холщевую сумку ?,советы_по_покупке
Где можно купить шубу в Москве ?,советы_по_покупке
Куда пойти на плаванье в Риге ?,советы_по_покупке
Подскажите кафе в Санкт-Петербурге,советы_по_покупке
Где в Москве можно купить конфетки jelly belly ?,советы_по_покупке
"Посоветуйте автофокусный телевик для кэнон , чтобы в плане резкости картинки как минимум не уступал никоновскому 55-300",советы_по_покупке
Какую игровую мышку взять ( до 2500 рублей ),советы_по_покупке
Нужен совет по выбору камеры и объектива,советы_по_покупке
где большой выбор и невысокие цены на детские трехколёсные велосипеды ?,советы_по_покупке
Помогите подобрать цвет штор и фартука для кух. гарнитура,советы_по_покупке
Где ближайшая остановка автобуса ?,советы_по_покупке
Что удобнее айфон или самсунг,советы_по_покупке
Где ближайший банкомат ?,советы_по_покупке
Посоветуйте сигнализацию для авто,советы_по_покупке
"Можете подсказать где и какой можно заказать бинокль для слежением за птицами , можете что нибудь предложить",советы_по_покупке
"вопрос к мастерам маникюра какой фирмы гель лак , на ваше мнение самый стойкий",советы_по_покупке
Где летом можно отдохнуть в лесной деревне,советы_по_покупке
Где можно погулять по Санкт-Петербургу ?,советы_по_покупке
Что подарить подруге на новый год ? Ей 31,советы_по_покупке
Где в интернете можно купить ремень на тестомесильную машину тмм-140 ? ?,советы_по_покупке
Где поблизости можно купить жаропонижающее ?,советы_по_покупке
Мне нужна помощь с выбором подарка мужу,советы_по_покупке
где оказывают массажные услуги в ульяновске новый город ?,советы_по_покупке
Какой автобус выбрать для поездки на дальнее расстояние на 20человек,советы_по_покупке
Помогите выбрать куртку,советы_по_покупке
Посоветуйте принтер хороший,советы_по_покупке
помогите подобрать ноутбук до 11 тысяч на комисионом сайте,советы_по_покупке
"Что подарить на Новый год семейным молодым подругам и их детям 2 , 7/ 2 , 10 / 1 , 10 ?",советы_по_покупке
Как выбрать колеса для роликовых коньков ?,советы_по_покупке
подскажите какой процессор бюджетный купить для игр ?,советы_по_покупке
Посоветуйте пожалуйста красное Чилийское вино до 500 рублей ?,советы_по_покупке
"Где купить мягкую , развивающую , а главное безопасную игрушку-погремушку для грудничка ?",советы_по_покупке
Где можно купить платье на выпуск в городе Коростень ? можно пожалуйста адреса магазинов,советы_по_покупке
"Хороший ли это велосипед , и вообщем пригоден ли он для покупки ? Polygon Siskiu D7 ( 2017 )",советы_по_покупке
Какой подарок выбрать жене ?,советы_по_покупке
посоветуйте хороший крем для рук. особенно зимой. особенно . если часто моешь руки ?,советы_по_покупке
Какой авто лучше для дальних поездок более 3000 км ?,советы_по_покупке
"Подскажите какой купить ноутбук ( игровой ) что бы , тянул новые игры желательно на максимальных настройках",советы_по_покупке
Какую игру купить в стиме ?,советы_по_покупке
Где найти дешёвые балетки в Ульяновске,советы_по_покупке
"Куда можно слетать на НГ каникулы , покупаться в море ( не дорого , скромно на недельку ) ?",советы_по_покупке
Подскажите пожалуйста Где можно купить китайскую приправу ?,советы_по_покупке
В каких барах у нас в Таллинне тусуются местные русские ?,советы_по_покупке
какие лучше подобрать наушники для игры металла и рока на электрогитаре ?,советы_по_покупке
"Посоветуйте термотушь для ресниц !  ) ) ) А то зима впереди. ) ) Желательно , бюджетную",советы_по_покупке
Где купить бюджетную кровать ?,советы_по_покупке
жалко-то как,сожаление
"мне кажется , это печально",сожаление
как жаль,сожаление
: (,сожаление
"жалко , конечно",сожаление
Эх,сожаление
Я очень сожалею,сожаление
печалька,сожаление
Мне очень жаль,сожаление
печально,сожаление
Вот ведь невезуха..,сожаление
это печально,сожаление
жаль,сожаление
"эх , жалко",сожаление
"Спасибо , Большое спасибо",спасибо
вот спасибо,спасибо
Огромное спасибо за предложенную помощь,спасибо
Спасибо за ответ,спасибо
И тебе спасибо,спасибо
спасибо вам,спасибо
Вот спасибо !,спасибо
спасибо за пояснения,спасибо
спасибочки,спасибо
"спасибо , друг",спасибо
благодарю,спасибо
Спасибо за общение,спасибо
Спасибо за информацию,спасибо
огромное спасибо !,спасибо
"спасибо , что пояснил",спасибо
Спасибо за помощь,спасибо
Большое спасибо за Вашу помощь,спасибо
спасибо,спасибо
большое тебе спасибо,спасибо
спасибо за ответ,спасибо
"большое спасибо , дружище !",спасибо
"Ой , спасибо , машина !",спасибо
Увлекался классической борьбой,спорт
Биатлон - спорт железных нервов,спорт
Россия обыграла Казахстан благодаря голу Фернандеса на 89-й минуте,спорт
Какой спорт тебе нравится ?,спорт
Футбол есть футбол,спорт
российская сборная вышла на первое общекомандное место,спорт
Второе место завоевали зеленоградские волейболистки,спорт
Сборная России проиграла Польше на ЧМ по баскетболу,спорт
В футбол тоже поигрываю,спорт
Архангельские пловцы стали призерами всемирной универсиады,спорт
Я всегда занимался спортом,спорт
Футбол - это моя страсть,спорт
Я пока не собираюсь бросать спорт,спорт
Череповецкая ушуистка завоевала бронзу на всероссийских соревнованиях,спорт
Спортсмен обдумывает возможность опротестовать дисквалификацию,спорт
Авиамодельный спорт,спорт
Биатлон заменили хоккеем с шайбой,спорт
Большое внимание в школах уделяется спорту,спорт
Для меня футбол - это все,спорт
Занимался спортом - пловец,спорт
в Туле это событие отметят велопробегом,спорт
Я занимаюсь спортом или физкультурой,спорт
Увлечение - занятия спортом,спорт
Где ты катаешься на велосипеде ?,спорт
Смотрю бейсбольный матч,спорт
Любимые виды спорта - лыжи и теннис,спорт
Свердловская область будет развивать фигурное катание,спорт
Футбол - игра командная,спорт
Что такое бейсбол ?,спорт
Я и спортом стал заниматься,спорт
Пермским роллерам готовят площадку американского типа,спорт
Зато пошел теннис,спорт
На кого будете ставить в матче Россия vs Хорватия ?,спорт
"Кеша , ты можешь объяснить , крикет - что это такое ?",спорт
Каким видом спорта ты хотел бы заниматься ?,спорт
Но смотреть футбол я обязательно буду,спорт
Обожаю большой теннис,спорт
Ты в футболе разбираешься ?,спорт
Постепенно наш футбол пришел в упадок,спорт
Какие виды спорта ты любишь ?,спорт
Ведь гиревой спорт чрезвычайно полезен для здоровья,спорт
Жена вернула меня на футбол,спорт
Переключился на любительский теннис,спорт
Он мастер забивать красивые голы,спорт
Я искренне до сих пор люблю футбол,спорт
"Футбол - игра жесткая , но справедливая",спорт
"Кеша , водное поло - что это такое ?",спорт
Меня интересует расписание матчей на осенний сезон,спорт
А вот спортом занимался,спорт
В спорт меня привел папа,спорт
Первый сет выиграла действующая чемпионка,спорт
Приморские волейболисты стали чемпионами Дальнего Востока,спорт
Любимая игра - спортивные гонки,спорт
Сборная России по футболу на выезде обыграла Шотландию,спорт
Великолепные голы забили Пушкаш и Цибор,спорт
В зале занимались девчата-шейпингисты,спорт
Вологодские легкоатлеты стали призерами всероссийских соревнований,спорт
Лыжные гонки,спорт
Ведь спорт сплачивает народы и нации,спорт
В том числе горные лыжи и теннис,спорт
Трус не играет в хоккей,спорт
Сборная России обыграла шотландцев в отборочном матче Евро-2020,спорт
Хоккей для меня - это настоящий праздник,спорт
Вообще я в спорте с юности,спорт
Одно из любимых занятий - футбол,спорт
Спортом не занимаемся,спорт
Моя концепция жизни - играть в футбол,спорт
В финале встретятся Швейцария и Испания,спорт
Я просто играю в хоккей,спорт
Я играю в теннис,спорт
А спортивные игры мне всегда нравились,спорт
у меня пара вопросов к тебе,хочу_поговорить
Ты готова поговорить ?,хочу_поговорить
Было б неплохо немножечко поболтать,хочу_поговорить
"Хотите , я расскажу вам то , что случилось в доме ?",хочу_поговорить
"Есть несколько вопросиков к тебе , дружище",хочу_поговорить
А ты уже готова поболтать ?,хочу_поговорить
Было бы здорово обсудить кое-что,хочу_поговорить
"Ну , давай спрашивай !",хочу_поговорить
Ты готова ответить на некоторые вопросы ?,хочу_поговорить
давай о чем-нибудь поговорить,хочу_поговорить
У меня есть вопросы к тебе,хочу_поговорить
"Вика , ты готова ответить на мои вопросы ?",хочу_поговорить
Поговорим ?,хочу_поговорить
Было бы здорово поговорить с тобой,хочу_поговорить
У меня есть к тебе несколько простых вопросов,хочу_поговорить
предлагаю обсудить последние новости,хочу_поговорить
"А давай поболтаем , Вика !",хочу_поговорить
Есть возможность поговорить ?,хочу_поговорить
Можно вас спросить ?,хочу_поговорить
"Можно вам задать личный вопрос , лейтенант ?",хочу_поговорить
давай обсудим некоторые вещи,хочу_поговорить
Давай поговорим !,хочу_поговорить
"Вика , поговори со мной , пожалуйста",хочу_поговорить
Ты готов поговорить ?,хочу_поговорить
"Давай поболтаем о том , о сем",хочу_поговорить
"Пожалуй , и мне пора поужинать",хочу_поесть
Я хочу курицу с рисом и чай,хочу_поесть
я хочу плов с бараниной,хочу_поесть
Хочется борща,хочу_поесть
Теперь можно и перекусить,хочу_поесть
"Кушать , уже очень хочется кушать",хочу_поесть
Хочу кобру съесть,хочу_поесть
А поесть хочется,хочу_поесть
Настало время перекусить,хочу_поесть
Самое время поужинать,хочу_поесть
А не поесть ли мне ?,хочу_поесть
Надо перекусить,хочу_поесть
Самое время сделать небольшой перерыв и перекусить,хочу_поесть
Пока надо поесть,хочу_поесть
мармеладу хочу,хочу_поесть
хочу щи из квашеной капусты,хочу_поесть
Ужасно кушать хочется,хочу_поесть
Я бы сейчас не отказался хорошо поесть чего-то овощного,хочу_поесть
Очень хочется кушать,хочу_поесть
Очень кушать хочется,хочу_поесть
Надо бы опять мяса поесть,хочу_поесть
"Кушать хочется , однако",хочу_поесть
я очень голоден,хочу_поесть
Хочется супчика или борща,хочу_поесть
Надо бы пообедать,хочу_поесть
Пора перекусить,хочу_поесть
Пора бы поужинать,хочу_поесть
Мне надо поесть,хочу_поесть
Пришло время перекусить,хочу_поесть
проголодался я жутко,хочу_поесть
Надо бы мне сейчас перекусить,хочу_поесть
"Хочется поесть , пройтись и отдохнуть",хочу_поесть
Мне страшно хочется кушать,хочу_поесть
Кушать хочется - сил нет,хочу_поесть
Позавтракать бы,хочу_поесть
"А не мог бы ты приготовить мне яичницу , а то есть хочется",хочу_поесть
Надо бы перекусить,хочу_поесть
хочу имбирное печенье,хочу_поесть
"Война войной , а кушать надо",хочу_поесть
Мне ведь хочется кушать,хочу_поесть
Кушать хочу – сил нет,хочу_поесть
Можно и поужинать,хочу_поесть
"мне хочется что-то поесть , например картофельное пюре с котлеткой",хочу_поесть
А перекусить хочется,хочу_поесть
а яблочного сока я могу сейчас попить ?,хочу_попить
Так хочется горячего чаю,хочу_попить
А пирожное хочется слопать с чаем,хочу_попить
Я правда хочу кофе,хочу_попить
хочу сока,хочу_попить
"кстати , я не откажусь выпить чаю сейчас",хочу_попить
Чаю или кофе действительно хочется,хочу_попить
И очень хочется горячего чая,хочу_попить
Очень хочется сока,хочу_попить
И чаю очень хочется,хочу_попить
сделай мне кофе черный со сливками,хочу_попить
Я хочу чай,хочу_попить
Я хочу кофе,хочу_попить
"вообще говоря , я сейчас не отказался бы от апельсинового сока",хочу_попить
Хочу утром выпить сладкий чай,хочу_попить
"кстати говоря , а нельзя ли мне чашечку кофе выпить ?",хочу_попить
хочу морса из клюквы,хочу_попить
"Ой , хочу чаю",хочу_попить
"Кофе невкусный , хочется чаю",хочу_попить
А не выпить ли мне чашечку чаю ?,хочу_попить
Страшно хочу манговый сок,хочу_попить
Хочу еще сок,хочу_попить
"предложи варианты , как мне выпить кофе",хочу_попить
Мне еще выпить хочется,хочу_попить
Хочу чай и все тут,хочу_попить
"я , вообще-то , не отказалась бы сейчас от вишневого сока",хочу_попить
"чаю мне завари , пожалуйста",хочу_попить
я бодибилдингом конкретно увлекаюсь,чем_увлекается_собес
Впоследствии к рыбалке пристрастился и я,чем_увлекается_собес
я увлекаюсь астрономией,чем_увлекается_собес
я увлекаюсь бодибилдингом,чем_увлекается_собес
я конструирование роботов увлекаюсь,чем_увлекается_собес
мое увлечение - гонки на спортивных байках,чем_увлекается_собес
хоккей на траве есть среди моих увлечений,чем_увлекается_собес
я химией увлекаюсь,чем_увлекается_собес
я увлекаюсь компьютерными играми,чем_увлекается_собес
среди моих увлечение есть футбол,чем_увлекается_собес
мое увлечение - компьютерные игры,чем_увлекается_собес
мое увлечение - игры с виртуальной реальностью,чем_увлекается_собес
мое увлечение - конструирование роботов,чем_увлекается_собес
"Что касается увлечений , какое оно у тебя ?",чем_я_увлекаюсь
а сам-то ты чем увлекаешься ?,чем_я_увлекаюсь
Теперь твоя очередь рассказывать про свои увлечения,чем_я_увлекаюсь
Ты-то сама чем любишь заниматься ?,чем_я_увлекаюсь
"Теперь ты расскажи про своё хобби , пожалуйста",чем_я_увлекаюсь
А можешь про своё хобби рассказать ?,чем_я_увлекаюсь
"Ладно , а ты чем увлекаешься ?",чем_я_увлекаюсь
Можешь рассказать о своём хобби ?,чем_я_увлекаюсь
Чем ты увлекаешься ?,чем_я_увлекаюсь
"расскажи , пожалуйста , про свое хобби",чем_я_увлекаюсь
Какое у тебя хобби ?,чем_я_увлекаюсь
А ты чем увлекаешься ?,чем_я_увлекаюсь
А сама-то ты чем увлекаешься вообще ?,чем_я_увлекаюсь
"а расскажи-ка про свои увлечения , Вика",чем_я_увлекаюсь
новая почта приходила ?,электронная_почта
Я прочитал твою электронную почту,электронная_почта
Он сам связался со мной по электронной почте,электронная_почта
проверь электронную почту,электронная_почта
есть ли новая почта ?,электронная_почта
Только что получено по электронной почте !,электронная_почта
надо проверить почтовый ящик,электронная_почта
нет ли новой почты ?,электронная_почта
Процессуальный порядок заявления и разрешения ходатайств о признании доказательств недопустимыми ?,юридический_вопрос
Кому из супругов пенсионеров положена доплата к пенсии на иждивенца ?,юридический_вопрос
Как обратить взыскание долга по договору Займа на наследников после внезапной смерти должника ?,юридический_вопрос
Кто будет платить кредит после смерти заёмщика ?,юридический_вопрос
"Имею ли я право рассчитывать на субсидию по ЖКХ , если живем вдвоем с сыном на мою пенсию ?",юридический_вопрос
Нужен совет юриста по УД,юридический_вопрос
Почему может быть просрочена доверенность на получение пенсии ?,юридический_вопрос
Какие документы нужны для строительства малоэтажного дома ?,юридический_вопрос
Насколько реально судиться с работодателем за нарушение тк ?,юридический_вопрос
"Есть ли какое-то ограничение на количество высших образований , которые может получить человек ?",юридический_вопрос
ребенок хочет съездить в Красногорск. Он сам может купить билет на автобус ?,юридический_вопрос
из каких частей страховая пенсия состоит ? ? ?,юридический_вопрос
"Что будет , если я не верну кредит ?",юридический_вопрос
"какая работа нужна , чтобы дали шенгенскую визу",юридический_вопрос
Может ли принять моё заявление об увольнении ИО директора,юридический_вопрос
Можно ли ребёнку изменить фио без согласия родителей ?,юридический_вопрос
Можно ли провозить квадрокоптер с камерой ( детский ) в поезде ?,юридический_вопрос
Можно ли изменить фамилию в 17 лет ?,юридический_вопрос
Какой встречный иск при оспаривании отцовства,юридический_вопрос
Постановка на учет в ГАИ автомобиль,юридический_вопрос
Имеет ли право недееспособный инвалид 1-й группы находящийся на учёте у психиатра на путёвку в санаторий в Чел. обл,юридический_вопрос
"Вступила ли в действие программа льготного автокредитования , запланированная на июль 2013 ?",юридический_вопрос
Можно ли переехать жить одной в 15 лет ?,юридический_вопрос
Смогу ли я получить пенсию по потере кормильца с бабушкой ?,юридический_вопрос
Можно ли учиться на категорию прав В в 16 лет ?,юридический_вопрос
как мне зарегистрировать новый или автомобиль с пробегом,юридический_вопрос
"Нужны ли какие-то документы , для перевозки 8-летнего ребенка с братом 18 лет по России ?",юридический_вопрос
оформить я могу машину на 16 летнего парня ?,юридический_вопрос
Какой перечень документов необходим для гос. регистрации договора дарения недвижимости через МФЦ ?,юридический_вопрос
Можно ли поменять жд билеты ?,юридический_вопрос
Какие пункты правил ПДД разъясняют правила проезда перекрестка со светофором с доп секцией,юридический_вопрос
как грамотно уволить женщину у которой ребенок вечно болеет ?,юридический_вопрос
"Долг по алиментам аннулируется , если будет опровергнуто отцовство ?",юридический_вопрос
"Что будет хирургу , если он что-нибудь не то подрежет , и пациент умрёт ? Как доказать , что это сделал именно он ?",юридический_вопрос
Заявление об установлении факта принятия наследства,юридический_вопрос
Какую отчётность должна сдавать организацию по НДФЛ в Инспекцию и в какие сроки ?,юридический_вопрос
Установлен ли срок в течении которого страховая компания должна осмотреть автомобиль после ДТП ?,юридический_вопрос
Есть какая-нибудь статья за взлом игровых аккаунтов,юридический_вопрос
Вызвали в Гибдд после обращения в травмпункт,юридический_вопрос
Вопрос по документам на собачку,юридический_вопрос
Что мне нужно чтобы переехать из Украины в Россию жить на ПМЖ,юридический_вопрос
"Ндфл У меня ребенок два года , семья полная. какой процент налога с зарплаты , я имею права платить",юридический_вопрос
Какими погрузчиками разрешено управлять при 5 разряде,юридический_вопрос
Возможен ли перерасчет по уплаченным алиментам ?,юридический_вопрос
"Мне через месяц будет 16 лет , и мне надо поехать из Харькова в Сумы .Могу ли я ехать без родителей ?",юридический_вопрос
Удалят ли меня с экзамена если я приду на него в пижаме ?,юридический_вопрос
"А если съесть мертвого человека , не убивая его это преступление ?",юридический_вопрос
как апеллировать штраф за парковку или нарушение пдд ?,юридический_вопрос
"Можно ли в США находиться с просроченной визой и "" залечь "" на дно ?",юридический_вопрос
как получить информацию в каком именно отделении нужно получать справку об отсутствии судимости в бумажном варианте,юридический_вопрос
Считается ли стаж работы в Республики Беларусь ? -если переехал на ПМЖ из Республики Казахстан,юридический_вопрос
Лишат ли прав за езду на мопеде или велосипеде в нетрезвом виде ?,юридический_вопрос
"можно-ли оформить на себя авто , если у меня есть долги у приставов ? имею ввиду что могут её в гибдд арестовать",юридический_вопрос
"Вопрос о "" Законе о полиции "" , и его действие в данной ситуации ?",юридический_вопрос
Можно ли брать малосемейки в ипотеку ?,юридический_вопрос
Так какие всё таки нужны справки для получения академического отпуска ?,юридический_вопрос
"если я писала заявление на отгулы на три дня , но на второй день ушла на больничный",юридический_вопрос
В ГАИ потеряли мой паспорт. Как дальше действовать ?,юридический_вопрос
"Мне 16 лет , имею ли я право присутствовать как слушатель на судебном разбирательстве по административному делу ?",юридический_вопрос
За преступление какой категории сажают в колонию строгого режима,юридический_вопрос
Когда платится налог с продажи машины ?,юридический_вопрос
как отличаются понятия « технический паспорт » и « технический паспорт транспортного средства индивидуального владельца »,юридический_вопрос
"Попали в дтп , подали документы в страховую , в итоге выясняется , что в протоколе у виновника неверный номер полиса осаго",юридический_вопрос
